track_id,vehicle_id,tour_id,start_time,stop_time,distance,track_gap,avg_speed,max_speed,n_signal_loss,d_signal_loss,r_signal_loss,avg_hdop,home_base,long_haul,rest_area,service_area_fuel,industrial_area,cid
40,1,3,2021-09-21 10:42:49.823000+02:00,2021-09-21 10:44:23.682000+02:00,14.0,5.64575055,0.15,0.1,0.0,0.0,0.0,0.666965,True,False,False,False,True,0
41,1,3,2021-09-21 21:17:53.416000+02:00,2021-09-21 21:18:10.242000+02:00,5.0,16.5546082,0.3,0.06,0.0,0.0,0.0,0.635252,True,False,False,False,True,0
42,1,3,2021-09-21 22:42:51.784000+02:00,2021-09-21 22:43:09.185000+02:00,16.0,9.48486587,0.92,0.18,0.0,0.0,0.0,1.68423,True,False,False,False,True,0
43,1,3,2021-09-22 00:02:26.379000+02:00,2021-09-22 00:07:42.831000+02:00,55.0,38.46099155,0.17,0.14,0.0,0.0,0.0,0.590353,True,False,False,False,True,0
44,1,3,2021-09-22 00:38:17.060000+02:00,2021-09-22 00:39:16.678000+02:00,37.0,20.11203602,0.62,0.12,0.0,0.0,0.0,0.684116,True,False,False,False,True,0
45,1,3,2021-09-22 02:49:32.429000+02:00,2021-09-22 02:50:06.371000+02:00,9.0,23.41026574,0.27,0.08,0.0,0.0,0.0,1.10196,True,False,False,False,True,0
46,1,3,2021-09-22 03:54:00.011000+02:00,2021-09-22 04:09:07.212000+02:00,136.0,7.1420592,0.15,0.19,0.0,0.0,0.0,0.563539,True,False,False,False,True,0
47,1,3,2021-09-22 05:56:45.799000+02:00,2021-09-22 05:57:02.614000+02:00,15.0,32.4871157,0.89,0.05,0.0,0.0,0.0,0.929671,True,False,False,False,True,0
48,1,3,2021-09-22 06:32:41.692000+02:00,2021-09-22 06:34:15.556000+02:00,23.0,4.75216553,0.25,0.1,0.0,0.0,0.0,0.640138,True,False,False,False,True,0
49,1,3,2021-09-22 09:11:14.530000+02:00,2021-09-22 09:12:22.716000+02:00,19.0,21.35187545,0.28,0.06,0.0,0.0,0.0,0.44376,True,False,False,False,True,0
50,1,3,2021-09-22 10:11:22.549000+02:00,2021-09-22 10:14:13.475000+02:00,25.0,35.43446781,0.15,0.19,1.0,0.0,0.0,0.477232,True,False,False,False,True,0
51,1,3,2021-09-23 03:18:39.966000+02:00,2021-09-23 03:22:56.490000+02:00,65.0,22.06105088,0.25,0.1,0.0,0.0,0.0,0.617742,True,False,False,False,True,0
52,1,3,2021-09-23 06:12:27.865000+02:00,2021-09-23 06:13:44.609000+02:00,15.0,26.89791021,0.2,0.07,0.0,0.0,0.0,0.564703,True,False,False,False,True,0
53,1,3,2021-09-23 07:25:29.632000+02:00,2021-09-23 07:27:03.476000+02:00,16.0,3.9841484,0.17,0.09,1.0,0.0,0.0,0.652077,True,False,False,False,True,0
54,1,3,2021-09-23 12:33:47.437000+02:00,2021-09-23 12:34:04.252000+02:00,3.0,13.78876797,0.18,0.08,0.0,0.0,0.0,1.40665,True,False,False,False,True,0
55,1,3,2021-09-23 19:17:25.661000+02:00,2021-09-23 19:17:35.573000+02:00,16.0,13.99796536,1.61,0.84,0.0,0.0,0.0,2.56592,True,False,False,False,True,0
56,1,3,2021-09-24 01:33:05.343000+02:00,2021-09-24 01:34:47.958000+02:00,61.0,64.75375192,0.59,0.23,0.0,0.0,0.0,0.868021,True,False,False,False,True,0
57,1,3,2021-09-24 06:15:51.854000+02:00,2021-09-24 06:16:25.808000+02:00,15.0,10.90640089,0.44,0.12,0.0,0.0,0.0,0.877746,True,False,False,False,True,0
58,1,3,2021-09-24 08:11:21.701000+02:00,2021-09-24 08:16:38.139000+02:00,14.0,8.15993513,0.04,0.44,2940.0,0.0,0.0,0.510634,True,False,False,False,True,0
59,1,3,2021-09-24 15:53:14.198000+02:00,2021-09-24 15:53:25.278000+02:00,13.0,17.19212133,1.17,0.07,0.0,0.0,0.0,1.66583,True,False,False,False,True,0
60,1,3,2021-09-25 01:25:25.178000+02:00,2021-09-25 01:25:41.995000+02:00,3.0,2.28767148,0.18,0.06,0.0,0.0,0.0,0.721754,True,False,False,False,True,0
61,1,3,2021-09-25 05:58:55.487000+02:00,2021-09-25 06:03:46.276000+02:00,65.0,21.91020009,0.22,0.08,0.0,0.0,0.0,0.535052,True,False,False,False,True,0
62,1,3,2021-09-25 08:32:04.132000+02:00,2021-09-25 08:32:20.957000+02:00,1.0,23.08114907,0.06,0.06,1.0,0.0,0.0,0.723898,True,False,False,False,True,0
63,1,3,2021-09-25 18:05:31.090000+02:00,2021-09-25 18:06:01.972000+02:00,1.0,16.83842874,0.03,0.07,0.0,0.0,0.0,0.743361,True,False,False,False,True,0
64,1,3,2021-09-26 06:37:33.816000+02:00,2021-09-26 06:37:50.632000+02:00,3.0,11.85196723,0.18,0.07,0.0,0.0,0.0,0.615743,True,False,False,False,True,0
65,1,3,2021-09-26 11:46:45.132000+02:00,2021-09-26 11:46:55.070000+02:00,29.0,23.92746445,2.92,1.61,0.0,0.0,0.0,2.75255,True,False,False,False,True,0
66,1,3,2021-09-26 15:34:04.694000+02:00,2021-09-26 15:34:14.588000+02:00,12.0,12.79386146,1.21,0.23,0.0,0.0,0.0,2.52411,True,False,False,False,True,0
67,1,3,2021-09-26 18:55:52.924000+02:00,2021-09-26 18:56:02.577000+02:00,19.0,19.5361981,1.97,1.18,0.0,0.0,0.0,3.20867,True,False,False,False,True,0
68,1,3,2021-09-26 19:01:01.634000+02:00,2021-09-26 19:01:11.016000+02:00,8.0,6.11430358,0.85,1.29,0.0,0.0,0.0,3.74066,True,False,False,False,True,0
69,1,3,2021-09-26 19:06:10.635000+02:00,2021-09-26 19:06:20.218000+02:00,12.0,3.39623574,1.25,1.63,0.0,0.0,0.0,4.28461,True,False,False,False,True,0
70,1,3,2021-09-27 08:54:42.732000+02:00,2021-09-27 08:54:59.544000+02:00,3.0,8.07682702,0.18,0.05,0.0,0.0,0.0,0.787431,True,False,False,False,True,0
71,1,3,2021-09-29 00:32:37.764000+02:00,2021-09-29 00:38:02.787000+02:00,59.0,12.52486588,0.18,0.15,1.0,0.0,0.0,0.655745,True,False,False,False,True,0
72,1,3,2021-09-29 07:39:28.078000+02:00,2021-09-29 07:46:18.698000+02:00,71.0,19.96708271,0.17,0.14,0.0,0.0,0.0,0.52443,True,False,False,False,True,0
73,1,3,2021-09-30 01:54:51.574000+02:00,2021-09-30 02:00:50.829000+02:00,58.0,20.55156809,0.16,0.17,0.0,0.0,0.0,0.644163,True,False,False,False,True,0
74,1,3,2021-09-30 02:34:13.018000+02:00,2021-09-30 02:34:29.836000+02:00,5.0,1.64989572,0.3,0.06,0.0,0.0,0.0,1.05147,True,False,False,False,True,0
75,1,3,2021-09-30 03:51:16.506000+02:00,2021-09-30 03:53:50.929000+02:00,50.0,21.20979796,0.32,0.39,0.0,0.0,0.0,0.730756,True,False,False,False,True,0
76,1,3,2021-09-30 07:01:21.441000+02:00,2021-09-30 07:01:38.266000+02:00,3.0,1.28940903,0.18,0.05,0.0,0.0,0.0,0.809347,True,False,False,False,True,0
77,1,3,2021-09-30 09:37:45.257000+02:00,2021-09-30 09:41:44.649000+02:00,32.0,8.69174113,0.13,0.08,1.0,0.0,0.0,0.542572,True,False,False,False,True,0
78,1,3,2021-09-30 10:12:22.688000+02:00,2021-09-30 10:12:39.512000+02:00,8.0,9.71687471,0.48,0.06,0.0,0.0,0.0,1.09114,True,False,False,False,True,0
79,1,3,2021-09-30 12:22:50.063000+02:00,2021-09-30 12:23:41.126000+02:00,14.0,7.87005035,0.27,0.07,0.0,0.0,0.0,0.748787,True,False,False,False,True,0
80,1,3,2021-09-30 12:36:22.138000+02:00,2021-09-30 12:39:38.736000+02:00,31.0,8.61950875,0.16,0.1,0.0,0.0,0.0,0.654021,True,False,False,False,True,0
81,1,3,2021-10-01 00:35:17.936000+02:00,2021-10-01 00:35:34.758000+02:00,3.0,1.25250757,0.18,0.04,0.0,0.0,0.0,0.791287,True,False,False,False,True,0
82,1,3,2021-10-01 03:01:07.063000+02:00,2021-10-01 03:02:49.480000+02:00,19.0,2.57034909,0.19,0.11,-6298.0,0.0,0.0,0.585227,True,False,False,False,True,0
83,1,3,2021-10-01 04:04:10.094000+02:00,2021-10-01 04:08:35.173000+02:00,43.0,1.14069799,0.16,0.14,0.0,0.0,0.0,0.645391,True,False,False,False,True,0
84,1,3,2021-10-01 04:24:00.940000+02:00,2021-10-01 04:24:17.765000+02:00,1.0,2.37632085,0.06,0.08,0.0,0.0,0.0,0.640257,True,False,False,False,True,0
85,1,3,2021-10-01 05:07:36.877000+02:00,2021-10-01 05:07:53.695000+02:00,11.0,21.8701934,0.65,0.07,0.0,0.0,0.0,1.02851,True,False,False,False,True,0
86,1,3,2021-10-01 05:20:44.803000+02:00,2021-10-01 05:21:01.620000+02:00,1.0,6.7327846,0.06,0.05,0.0,0.0,0.0,0.445707,True,False,False,False,True,0
87,1,3,2021-10-01 07:02:13.568000+02:00,2021-10-01 07:02:30.383000+02:00,6.0,15.72890613,0.36,0.07,1.0,0.0,0.0,0.714449,True,False,False,False,True,0
88,1,3,2021-10-01 08:38:01.125000+02:00,2021-10-01 08:38:17.947000+02:00,2.0,17.42249073,0.12,0.07,0.0,0.0,0.0,0.603695,True,False,False,False,True,0
89,1,3,2021-10-01 09:55:09.130000+02:00,2021-10-01 10:05:34.679000+02:00,119.0,10.45190574,0.19,0.15,0.0,0.0,0.0,0.629325,True,False,False,False,True,0
90,1,3,2021-10-01 12:21:19.968000+02:00,2021-10-01 12:21:36.790000+02:00,3.0,4.15855827,0.18,0.05,0.0,0.0,0.0,0.684623,True,False,False,False,True,0
91,1,3,2021-10-02 00:25:48.431000+02:00,2021-10-02 00:27:56.551000+02:00,35.0,6.49651668,0.27,0.12,0.0,0.0,0.0,0.63099,True,False,False,False,True,0
92,1,3,2021-10-02 04:51:01.077000+02:00,2021-10-02 04:55:51.833000+02:00,39.0,27.9843965,0.13,0.1,0.0,0.0,0.0,0.533082,True,False,False,False,True,0
93,1,3,2021-10-02 05:42:07.881000+02:00,2021-10-02 05:43:24.624000+02:00,29.0,7.31437544,0.38,0.16,0.0,0.0,0.0,1.03386,True,False,False,False,True,0
94,1,3,2021-10-02 07:28:27.982000+02:00,2021-10-02 07:31:53.153000+02:00,38.0,8.15693173,0.19,0.11,0.0,0.0,0.0,0.590118,True,False,False,False,True,0
95,1,3,2021-10-02 08:10:33.091000+02:00,2021-10-02 08:14:32.455000+02:00,31.0,5.00195837,0.13,0.14,0.0,0.0,0.0,0.636929,True,False,False,False,True,0
96,1,3,2021-10-02 10:06:55.228000+02:00,2021-10-02 10:08:46.220000+02:00,11.0,1.45208687,0.1,0.08,0.0,0.0,0.0,0.629878,True,False,False,False,True,0
97,1,3,2021-10-03 13:54:29.385000+02:00,2021-10-03 13:54:47.400000+02:00,27.0,31.00235177,1.5,0.89,0.0,0.0,0.0,1.82626,True,False,False,False,True,0
98,1,3,2021-10-04 18:27:13.255000+02:00,2021-10-04 18:27:30.069000+02:00,16.0,26.03791208,0.95,0.06,1.0,0.0,0.0,1.12828,True,False,False,False,True,0
99,1,3,2021-10-05 00:50:50.360000+02:00,2021-10-05 00:51:07.180000+02:00,8.0,7.53910571,0.48,0.07,0.0,0.0,0.0,1.0487,True,False,False,False,True,0
100,1,3,2021-10-05 01:26:54.769000+02:00,2021-10-05 01:29:02.864000+02:00,19.0,10.48164839,0.15,0.1,0.0,0.0,0.0,0.612373,True,False,False,False,True,0
101,1,3,2021-10-05 01:41:41.534000+02:00,2021-10-05 01:46:49.422000+02:00,57.0,6.58360095,0.19,0.14,0.0,0.0,0.0,0.707391,True,False,False,False,True,0
102,1,3,2021-10-05 05:03:43.343000+02:00,2021-10-05 05:06:59.921000+02:00,25.0,22.92058168,0.13,0.08,0.0,0.0,0.0,0.516916,True,False,False,False,True,0
103,1,3,2021-10-05 08:52:09.806000+02:00,2021-10-05 08:53:52.232000+02:00,17.0,20.8681752,0.17,0.12,0.0,0.0,0.0,0.558666,True,False,False,False,True,0
104,1,3,2021-10-05 16:36:23.364000+02:00,2021-10-05 16:38:05.804000+02:00,16.0,11.66195085,0.16,0.08,0.0,0.0,0.0,0.707178,True,False,False,False,True,0
105,1,3,2021-10-06 10:01:32.904000+02:00,2021-10-06 10:14:31.645000+02:00,138.0,11.45343019,0.18,0.17,0.0,0.0,0.0,0.753919,True,False,False,False,True,0
106,1,3,2021-10-06 14:36:05.504000+02:00,2021-10-06 15:04:37.423000+02:00,270.0,12.17223415,0.16,0.24,0.0,0.0,0.0,0.580316,True,False,False,False,True,0
107,1,3,2021-10-06 15:07:44.773000+02:00,2021-10-06 15:08:01.597000+02:00,17.0,20.28491391,1.01,0.11,1.0,0.0,0.0,1.48522,True,False,False,False,True,0
108,1,3,2021-10-06 15:43:28.607000+02:00,2021-10-06 15:43:38.078000+02:00,10.0,2.39340524,1.06,0.43,0.0,0.0,0.0,2.34764,True,False,False,False,True,0
109,1,3,2021-10-06 21:15:42.587000+02:00,2021-10-06 21:15:59.402000+02:00,7.0,12.31358664,0.42,0.08,0.0,0.0,0.0,0.590808,True,False,False,False,True,0
110,1,3,2021-10-06 23:15:56.779000+02:00,2021-10-06 23:18:04.895000+02:00,20.0,3.61335272,0.16,0.13,0.0,0.0,0.0,0.59389,True,False,False,False,True,0
111,1,3,2021-10-06 23:53:44.289000+02:00,2021-10-06 23:54:01.932000+02:00,19.0,11.66903992,1.08,0.21,0.0,0.0,0.0,1.62375,True,False,False,False,True,0
112,1,3,2021-10-07 00:04:17.101000+02:00,2021-10-07 00:04:33.920000+02:00,3.0,11.66560271,0.18,0.05,0.0,0.0,0.0,0.60915,True,False,False,False,True,0
113,1,3,2021-10-07 01:54:26.390000+02:00,2021-10-07 01:58:18.615000+02:00,37.0,25.44760884,0.16,0.47,0.0,0.0,0.0,0.584627,True,False,False,False,True,0
114,1,3,2021-10-07 03:35:16.097000+02:00,2021-10-07 03:38:32.692000+02:00,32.0,11.65262043,0.16,0.14,0.0,0.0,0.0,0.729155,True,False,False,False,True,0
115,1,3,2021-10-07 03:53:45.921000+02:00,2021-10-07 03:54:02.750000+02:00,5.0,12.270237,0.3,0.06,0.0,0.0,0.0,1.27138,True,False,False,False,True,0
116,1,3,2021-10-07 04:11:54.319000+02:00,2021-10-07 04:15:36.621000+02:00,36.0,19.68487902,0.16,0.13,0.0,0.0,0.0,0.497541,True,False,False,False,True,0
117,1,3,2021-10-07 04:51:27.876000+02:00,2021-10-07 04:51:44.691000+02:00,8.0,9.73909281,0.48,0.08,0.0,0.0,0.0,0.592317,True,False,False,False,True,0
118,1,3,2021-10-07 06:39:14.179000+02:00,2021-10-07 06:39:31.006000+02:00,3.0,3.86711737,0.18,0.07,0.0,0.0,0.0,0.571084,True,False,False,False,True,0
119,1,3,2021-10-07 08:06:20.274000+02:00,2021-10-07 08:08:45.519000+02:00,28.0,7.03505937,0.19,0.08,0.0,0.0,0.0,0.613835,True,False,False,False,True,0
120,1,3,2021-10-07 10:06:28.772000+02:00,2021-10-07 10:25:09.934000+02:00,895.0,14.35534105,0.8,7.36,0.0,0.0,0.0,0.91051,True,False,False,False,True,0
121,1,3,2021-10-07 10:44:23.587000+02:00,2021-10-07 10:49:40.058000+02:00,216.0,3.69247173,0.68,2.12,1.0,0.0,0.0,0.630509,True,False,False,False,True,0
122,1,4,2021-10-07 12:19:52.098000+02:00,2021-10-07 13:17:39.292000+02:00,30478.0,3.43615317,8.79,23.08,0.0,0.0,0.0,0.566277,False,False,False,False,True,10
123,1,4,2021-10-07 13:49:17.881000+02:00,2021-10-07 18:06:28.398000+02:00,319206.0,5.97718711,20.69,27.58,5.0,197.0,0.000617156,0.723745,False,True,False,True,False,56
124,1,4,2021-10-07 19:01:51.270000+02:00,2021-10-07 23:02:45.024000+02:00,262916.0,6.41593699,18.19,27.02,8.0,111.0,0.000422188,0.624387,False,True,False,False,False,-1
125,1,4,2021-10-07 23:36:50.319000+02:00,2021-10-07 23:38:58.410000+02:00,14.0,4.45073192,0.11,0.36,0.0,0.0,0.0,0.533742,False,True,False,False,False,-1
126,1,4,2021-10-08 01:08:51.880000+02:00,2021-10-08 01:09:08.703000+02:00,2.0,5.24241304,0.12,0.09,0.0,0.0,0.0,0.520425,False,True,False,False,False,-1
127,1,4,2021-10-08 09:20:01.892000+02:00,2021-10-08 09:43:00.957000+02:00,2916.0,2.22297193,2.11,20.33,3.0,39.0,0.0133745,0.422484,False,True,False,False,True,-1
128,1,4,2021-10-08 10:01:25.628000+02:00,2021-10-08 10:03:42.304000+02:00,263.0,2.24852799,1.92,3.3,0.0,0.0,0.0,0.843765,False,True,False,False,True,-1
129,1,4,2021-10-08 10:37:04.855000+02:00,2021-10-08 13:51:27.230000+02:00,193623.0,31.35291788,16.6,25.86,4.0,6.0,3.09881e-05,0.523357,False,True,False,False,True,8
130,1,4,2021-10-08 13:58:23.418000+02:00,2021-10-08 13:59:36.338000+02:00,66.0,26.7153966,0.91,3.83,1.0,9.0,0.136364,2.07472,False,True,False,False,False,8
131,1,4,2021-10-08 14:24:58.990000+02:00,2021-10-08 14:32:41.014000+02:00,172.0,24.06174263,0.37,0.59,0.0,0.0,0.0,1.77866,False,True,False,False,False,8
132,1,4,2021-10-08 14:52:00.756000+02:00,2021-10-08 14:53:26.078000+02:00,75.0,7.47012668,0.88,1.96,0.0,0.0,0.0,1.11695,False,True,False,False,True,8
133,1,4,2021-10-08 15:27:02.998000+02:00,2021-10-08 16:48:26.366000+02:00,63434.0,1.2946749,12.99,25.67,4.0,53.0,0.000835514,0.766635,False,True,False,False,False,16
134,1,4,2021-10-08 17:10:21.245000+02:00,2021-10-08 17:25:45.406000+02:00,1456.0,26.97020016,1.58,7.07,0.0,0.0,0.0,0.959532,False,True,False,False,False,16
135,1,4,2021-10-08 18:22:16.686000+02:00,2021-10-08 22:47:38.121000+02:00,329210.0,6.9269145,20.68,28.45,5.0,278.0,0.000844446,0.554791,False,False,False,True,False,35
136,1,4,2021-10-09 03:12:50.423000+02:00,2021-10-09 03:14:06.534000+02:00,29.0,13.59155163,0.38,1.74,0.0,0.0,0.0,7.88155,False,False,False,True,False,35
137,1,4,2021-10-09 08:35:21.071000+02:00,2021-10-09 09:59:24.414000+02:00,87181.0,26.33031452,17.29,25.38,5.0,96.0,0.00110116,0.508563,True,False,False,False,True,0
138,1,5,2021-10-09 10:07:14.706000+02:00,2021-10-09 10:07:57.210000+02:00,12.0,12.08978501,0.28,0.93,0.0,0.0,0.0,1.0207,True,False,False,False,True,0
139,1,5,2021-10-09 10:12:00.748000+02:00,2021-10-09 10:13:10.274000+02:00,58.0,20.10531561,0.83,1.98,0.0,0.0,0.0,1.75104,True,False,False,False,True,0
140,1,5,2021-10-09 10:19:52.654000+02:00,2021-10-09 10:24:26.252000+02:00,519.0,2.25379004,1.9,5.85,1.0,0.0,0.0,0.892642,True,False,False,False,True,0
141,1,5,2021-10-09 20:28:15.279000+02:00,2021-10-09 20:28:32.840000+02:00,16.0,5.26536617,0.91,0.15,0.0,0.0,0.0,1.6654,True,False,False,False,True,0
142,1,5,2021-10-09 22:25:56.757000+02:00,2021-10-09 22:26:13.580000+02:00,12.0,35.11964634,0.71,0.06,0.0,0.0,0.0,0.93406,True,False,False,False,True,0
143,1,5,2021-10-09 22:36:24.126000+02:00,2021-10-09 22:43:23.321000+02:00,84.0,3.812762,0.2,0.1,0.0,0.0,0.0,0.64368,True,False,False,False,True,0
144,1,5,2021-10-09 23:47:12.326000+02:00,2021-10-09 23:50:11.786000+02:00,34.0,9.80419289,0.19,0.21,0.0,0.0,0.0,0.54729,True,False,False,False,True,0
145,1,5,2021-10-10 00:57:00.533000+02:00,2021-10-10 01:00:51.390000+02:00,17.0,4.75944909,0.07,0.08,0.0,0.0,0.0,0.457961,True,False,False,False,True,0
146,1,5,2021-10-10 01:59:27.100000+02:00,2021-10-10 01:59:44.819000+02:00,24.0,24.94917302,1.35,0.37,0.0,0.0,0.0,2.61372,True,False,False,False,True,0
